v_Adenylate_cyclase,v_COMT,v_Calcineurin,v_Calcium,v_DARPP32,v_Dopamine,v_Dopamine_Receptor_1,v_Dopamine_Receptor_2,v_Exocytosis,v_Glutamate,v_Glutamate_Receptor,v_Packaging_Proteins,v_Phospholipase_C,v_Protein_Kinase_A,v_Protein_Phosphatase_1,v_Tryosine_hydroxylase,time,trajectory,isattractor
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1
1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1
1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,2,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,2,1
0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,3,0
0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,3,1
0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,2,3,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,3,3,1
0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,4,3,1
1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,4,0
0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,4,1
0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,2,4,1
0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,3,4,1
0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,4,4,1
1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,1
0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,6,0
0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,6,0
0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,2,6,1
0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,3,6,1
0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,4,6,1
0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,7,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,7,1
0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,7,1
0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,3,7,1
0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,4,7,1
0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,8,0
0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,8,1
0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,2,8,1
0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,3,8,1
0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,4,8,1
1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,9,1
0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,10,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,10,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,10,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,10,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,10,1
1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,11,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,11,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,11,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,11,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,11,1
1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,12,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,12,1
0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,2,12,1
0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,3,12,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,4,12,1
0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,13,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,13,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,13,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,13,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,13,1
0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,14,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,14,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,14,1
0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,15,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,15,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,15,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,15,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,15,1
1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,16,0
0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,16,0
0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,2,16,1
0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,3,16,1
0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,4,16,1
0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,17,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,17,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,17,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,17,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,17,1
1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,18,0
0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,18,1
0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,2,18,1
0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,3,18,1
0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,4,18,1
0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,19,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,19,1
0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,20,0
0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,20,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2,20,1
0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,3,20,1
0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,4,20,1
1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,21,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,21,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,21,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,21,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,21,1
1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,22,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,22,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,22,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,22,1
0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,23,0
0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,23,1
0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,2,23,1
0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,3,23,1
0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,4,23,1
1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,24,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,24,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,24,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,24,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,24,1
0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,25,0
0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,25,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2,25,1
0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,3,25,1
0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,4,25,1
0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,26,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,26,1
0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,26,1
0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,3,26,1
0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,4,26,1
0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,27,0
0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,27,1
0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,2,27,1
0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,3,27,1
0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,4,27,1
0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,28,0
0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,28,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2,28,1
0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,3,28,1
0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,4,28,1
1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,0,29,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,29,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,29,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,29,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,29,1
1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,30,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,30,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,30,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,30,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,30,1
1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,31,0
0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,31,1
0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,2,31,1
0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,3,31,1
0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,4,31,1
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,32,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,32,1
0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,32,1
0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,3,32,1
0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,4,32,1
0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,33,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,33,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,33,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,33,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,33,1
0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,34,0
0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,34,1
0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,2,34,1
0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,3,34,1
0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,4,34,1
1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,35,0
0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,35,1
0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,2,35,1
0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,3,35,1
0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,4,35,1
1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,36,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,36,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,36,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,36,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,36,1
0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,37,0
0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,37,1
0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,2,37,1
0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,3,37,1
0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,4,37,1
1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,38,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,38,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,38,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,38,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,38,1
1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,39,0
0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,39,1
0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,2,39,1
0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,3,39,1
0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,4,39,1
