v_Adenylate_cyclase,v_COMT,v_Calcineurin,v_Calcium,v_DARPP32,v_Dopamine,v_Dopamine_Receptor_1,v_Dopamine_Receptor_2,v_Exocytosis,v_Glutamate,v_Glutamate_Receptor,v_Packaging_Proteins,v_Phospholipase_C,v_Protein_Kinase_A,v_Protein_Phosphatase_1,v_Tryosine_hydroxylase,time,trajectory,isattractor
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1
0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0
0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0
0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,2,1,0
0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,3,1,0
0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,4,1,0
0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,5,1,0
0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,2,0
0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,2,0
0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,2,2,0
0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,3,2,0
0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,4,2,0
0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,5,2,0
0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,3,0
0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,3,0
0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,2,3,0
0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,3,3,0
0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,4,3,0
0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,5,3,0
1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,4,0
1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,4,0
1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,2,4,0
1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,3,4,0
1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,4,4,0
1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,5,4,0
0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,5,0
0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,5,0
0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,2,5,0
0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,3,5,0
0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,4,5,0
0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,5,5,0
0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,6,0
0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,6,0
0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,2,6,0
0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,3,6,0
0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,4,6,0
0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,5,6,0
1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,7,1
0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,7,1
0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,2,7,1
0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,3,7,1
0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,4,7,1
0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,5,7,1
0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,8,1
0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,8,1
0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,2,8,1
0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,3,8,1
0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,4,8,1
0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,5,8,1
1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,9,0
1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,9,0
1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,9,0
1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,9,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4,9,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,9,0
0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,10,0
0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,10,0
0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,2,10,0
0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,3,10,0
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4,10,0
0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,5,10,0
1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,11,0
1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,11,0
1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,2,11,0
1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,3,11,0
1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,4,11,0
0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,5,11,0
0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,12,0
0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,12,0
0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,2,12,0
0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,3,12,0
0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,4,12,0
0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,5,12,0
0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,13,0
0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,13,0
0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,2,13,0
0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,3,13,0
0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,4,13,0
0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,5,13,0
0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,14,0
0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,14,0
0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,2,14,0
0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,3,14,1
0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,4,14,1
0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,5,14,1
1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,15,1
1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,15,1
1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,2,15,1
1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,3,15,1
1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,4,15,1
0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,5,15,1
1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,16,1
1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,16,1
1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,2,16,1
1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,3,16,1
1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,4,16,1
1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,5,16,1
1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,17,0
0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,17,0
0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,2,17,0
0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,3,17,0
0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,4,17,0
0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,5,17,0
0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,18,0
0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,18,0
0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,2,18,0
0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,3,18,0
1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,4,18,0
1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,5,18,0
1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,19,1
1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,19,1
1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,2,19,1
1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,3,19,1
