v_Adenylate_cyclase,v_COMT,v_Calcineurin,v_Calcium,v_DARPP32,v_Dopamine,v_Dopamine_Receptor_1,v_Dopamine_Receptor_2,v_Exocytosis,v_Glutamate,v_Glutamate_Receptor,v_Packaging_Proteins,v_Phospholipase_C,v_Protein_Kinase_A,v_Protein_Phosphatase_1,v_Tryosine_hydroxylase,time,trajectory,isattractor
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,1
0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0
0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,2,1,0
0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,3,1,0
0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,4,1,0
0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,5,1,0
0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,6,1,0
0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,7,1,0
0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,8,1,0
0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,9,1,0
0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,10,1,0
0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,11,1,0
0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,12,1,1
0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,13,1,1
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,14,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,15,1,1
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,16,1,1
0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,17,1,1
0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,18,1,1
0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,19,1,1
0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,20,1,1
0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,2,0
0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,2,0
0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,2,2,0
0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,3,2,0
0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,4,2,0
0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,5,2,0
0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,6,2,0
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,2,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,2,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,2,1
1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,3,0
1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,3,0
0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,2,3,0
0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,3,3,0
0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,4,3,0
0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,5,3,0
0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,6,3,0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,7,3,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,3,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9,3,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10,3,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11,3,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,3,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,3,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14,3,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15,3,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,3,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17,3,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,18,3,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,19,3,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20,3,1
1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,4,0
1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,4,0
1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,2,4,0
0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,3,4,0
0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,4,4,0
1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,5,4,0
1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,6,4,0
1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,7,4,0
1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,8,4,0
1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,9,4,0
0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,10,4,0
0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,11,4,0
0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,12,4,0
0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,13,4,0
0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,14,4,0
0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,15,4,0
0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,16,4,0
0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,17,4,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,18,4,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,19,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,4,1
1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,5,0
1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,5,0
1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,2,5,0
1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,3,5,0
1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,4,5,0
1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,5,5,0
1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,6,5,0
1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,7,5,0
0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,8,5,0
0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,9,5,0
0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,10,5,0
0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,11,5,0
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,12,5,0
