mode,steps,numtraj,freq,attper,score_type,jaccard_result,jaccard_weighted_result
synchronous,5,100,5,0.775,MDL,0.07692307692307693,0.0625
synchronous,5,20,3,0.79,MDL,0.0,0.0
synchronous,5,100,5,0.775,BDE,0.0,0.0
synchronous,5,20,3,0.79,BDE,0.0,0.0
synchronous,5,20,1,0.24166666666666667,MDL,0.26666666666666666,0.2222222222222222
synchronous,20,20,1,0.7595238095238095,MDL,0.25,0.15
synchronous,5,20,1,0.24166666666666667,BDE,0.13333333333333333,0.1111111111111111
synchronous,80,100,5,0.9841975308641975,MDL,0.21428571428571427,0.17647058823529413
synchronous,5,50,1,0.492,MDL,0.6428571428571429,0.5294117647058824
synchronous,20,20,1,0.7595238095238095,BDE,0.25,0.15
synchronous,5,50,1,0.492,BDE,0.6428571428571429,0.5294117647058824
synchronous,80,100,5,0.9841975308641975,BDE,0.2727272727272727,0.21428571428571427
synchronous,50,100,3,0.96,MDL,0.4,0.3333333333333333
synchronous,50,100,3,0.96,BDE,0.4,0.3333333333333333
synchronous,80,50,5,0.9875,MDL,0.0,0.0
synchronous,80,50,5,0.9875,BDE,0.0,0.0
synchronous,20,100,3,0.9066666666666666,MDL,0.35714285714285715,0.29411764705882354
synchronous,20,100,3,0.9066666666666666,BDE,0.35714285714285715,0.29411764705882354
synchronous,50,20,3,0.979,MDL,0.0,0.0
synchronous,50,20,3,0.979,BDE,0.0,0.0
synchronous,50,50,1,0.9528,MDL,0.8,0.6153846153846154
synchronous,50,50,1,0.9528,BDE,0.8,0.6153846153846154
synchronous,5,50,5,0.79,MDL,0.0,0.0
synchronous,5,50,5,0.79,BDE,0.0,0.0
synchronous,50,100,1,0.9015686274509804,MDL,0.4375,0.3
synchronous,50,100,1,0.9015686274509804,BDE,0.4375,0.3
synchronous,20,50,3,0.944,MDL,0.1,0.07692307692307693
synchronous,20,20,1,0.9025,MDL,0.5,0.38461538461538464
synchronous,20,20,1,0.9025,BDE,0.2727272727272727,0.21428571428571427
synchronous,20,50,3,0.944,BDE,0.1,0.07692307692307693
synchronous,5,100,1,0.532,MDL,0.625,0.5263157894736842
synchronous,5,100,1,0.532,BDE,0.7142857142857143,0.5882352941176471
synchronous,5,100,3,0.778,MDL,0.13333333333333333,0.1111111111111111
synchronous,20,50,5,0.9266666666666666,MDL,0.0,0.0
synchronous,5,100,3,0.778,BDE,0.09090909090909091,0.07142857142857142
synchronous,20,50,5,0.9266666666666666,BDE,0.0,0.0
synchronous,20,100,5,0.951,MDL,0.0,0.0
synchronous,80,100,3,0.986,MDL,0.09090909090909091,0.07142857142857142
synchronous,20,100,5,0.951,BDE,0.0,0.0
synchronous,80,100,3,0.986,BDE,0.1,0.07692307692307693
synchronous,5,50,3,0.78,MDL,0.0,0.0
synchronous,80,20,1,0.970625,MDL,0.6,0.46153846153846156
synchronous,80,20,1,0.970625,BDE,0.7,0.5384615384615384
synchronous,5,50,3,0.78,BDE,0.0,0.0
synchronous,20,20,3,0.9475,MDL,0.0,0.0
synchronous,20,20,3,0.9475,BDE,0.0,0.0
synchronous,50,20,5,0.98,MDL,0.0,0.0
synchronous,80,20,5,0.9827160493827161,MDL,0.09090909090909091,0.07142857142857142
synchronous,50,20,5,0.98,BDE,0.0,0.0
synchronous,80,20,5,0.9827160493827161,BDE,0.0,0.0
synchronous,50,100,3,0.9774,MDL,0.09090909090909091,0.07142857142857142
synchronous,50,100,3,0.9774,BDE,0.1,0.07692307692307693
synchronous,5,50,5,0.8,MDL,0.09090909090909091,0.0
synchronous,5,50,5,0.8,BDE,0.0,0.0
synchronous,80,100,5,0.987625,MDL,0.0,0.0
synchronous,80,100,5,0.987625,BDE,0.0,0.0
synchronous,20,100,1,0.770952380952381,MDL,0.3333333333333333,0.22727272727272727
synchronous,20,100,1,0.770952380952381,BDE,0.4375,0.3
synchronous,20,20,5,0.9333333333333333,MDL,0.1,0.07692307692307693
synchronous,20,20,5,0.9333333333333333,BDE,0.1,0.07692307692307693
synchronous,20,50,3,0.9038095238095238,MDL,0.5833333333333334,0.4666666666666667
synchronous,20,50,3,0.9038095238095238,BDE,0.45454545454545453,0.35714285714285715
synchronous,50,100,5,0.9804,MDL,0.0,0.0
synchronous,50,100,1,0.9494,MDL,0.9,0.5714285714285714
synchronous,50,100,1,0.9494,BDE,0.8,0.6153846153846154
synchronous,5,20,1,0.55,MDL,0.5454545454545454,0.42857142857142855
synchronous,50,20,3,0.9627450980392157,MDL,0.13333333333333333,0.1111111111111111
synchronous,50,100,5,0.9804,BDE,0.0,0.0
synchronous,50,20,3,0.9627450980392157,BDE,0.14285714285714285,0.11764705882352941
synchronous,80,100,3,0.9753086419753086,MDL,0.42857142857142855,0.35294117647058826
synchronous,5,20,1,0.55,BDE,0.5,0.38461538461538464
synchronous,5,50,1,0.25,MDL,0.29411764705882354,0.25
synchronous,80,100,3,0.9753086419753086,BDE,0.42857142857142855,0.35294117647058826
synchronous,5,20,5,0.8,MDL,0.0,0.0
synchronous,5,50,1,0.25,BDE,0.375,0.3157894736842105
synchronous,5,20,5,0.8,BDE,0.0,0.0
synchronous,50,20,1,0.946,MDL,0.7,0.5384615384615384
synchronous,80,20,3,0.9771604938271605,MDL,0.21428571428571427,0.17647058823529413
synchronous,50,20,1,0.946,BDE,0.7,0.5384615384615384
synchronous,80,20,3,0.985625,MDL,0.1,0.07692307692307693
synchronous,80,50,3,0.9762962962962963,MDL,0.1875,0.15789473684210525
synchronous,80,20,3,0.9771604938271605,BDE,0.25,0.2
synchronous,80,50,3,0.9762962962962963,BDE,0.2,0.16666666666666666
synchronous,80,20,3,0.985625,BDE,0.1,0.07692307692307693
synchronous,5,50,3,0.6533333333333333,MDL,0.4,0.3076923076923077
synchronous,5,50,3,0.6533333333333333,BDE,0.3,0.23076923076923078
synchronous,20,20,5,0.95,MDL,0.0,0.0
synchronous,80,20,5,0.9875,MDL,0.0,0.0
synchronous,80,50,5,0.9834567901234568,MDL,0.3,0.23076923076923078
synchronous,20,20,5,0.95,BDE,0.0,0.0
synchronous,80,50,5,0.9834567901234568,BDE,0.2,0.15384615384615385
synchronous,80,20,5,0.9875,BDE,0.0,0.0
synchronous,50,50,3,0.9650980392156863,MDL,0.2,0.16666666666666666
synchronous,50,50,3,0.9650980392156863,BDE,0.2,0.16666666666666666
synchronous,80,50,1,0.9705,MDL,0.8,0.6153846153846154
synchronous,80,50,1,0.9705,BDE,0.8,0.6153846153846154
synchronous,20,50,5,0.95,MDL,0.0,0.0
synchronous,5,100,5,0.8,MDL,0.21428571428571427,0.05263157894736842
synchronous,20,100,3,0.9425,MDL,0.09090909090909091,0.07142857142857142
synchronous,5,100,5,0.8,BDE,0.09090909090909091,0.0
synchronous,20,50,5,0.95,BDE,0.0,0.0
synchronous,20,100,3,0.9425,BDE,0.09090909090909091,0.07142857142857142
synchronous,80,20,1,0.945679012345679,MDL,0.1875,0.15789473684210525
synchronous,20,20,3,0.9095238095238095,MDL,0.3076923076923077,0.25
synchronous,80,20,1,0.945679012345679,BDE,0.25,0.21052631578947367
synchronous,20,20,3,0.9095238095238095,BDE,0.36363636363636365,0.2857142857142857
synchronous,20,100,5,0.9347619047619048,MDL,0.4,0.3076923076923077
synchronous,20,100,5,0.9347619047619048,BDE,0.3,0.23076923076923078
synchronous,80,100,1,0.9364197530864198,MDL,0.4375,0.3
synchronous,5,100,1,0.2966666666666667,MDL,0.3684210526315789,0.3181818181818182
synchronous,80,100,1,0.9364197530864198,BDE,0.4375,0.3
synchronous,5,100,1,0.2966666666666667,BDE,0.3333333333333333,0.2857142857142857
synchronous,20,50,1,0.891,MDL,0.7,0.5384615384615384
synchronous,20,50,1,0.891,BDE,0.7,0.5384615384615384
synchronous,20,100,1,0.88,MDL,1.0,0.6428571428571429
synchronous,20,100,1,0.88,BDE,1.0,0.6428571428571429
synchronous,80,50,3,0.9865,MDL,0.1,0.07692307692307693
synchronous,5,100,3,0.6633333333333333,MDL,0.4,0.3333333333333333
synchronous,80,50,3,0.9865,BDE,0.1,0.07692307692307693
synchronous,50,50,3,0.9776,MDL,0.1,0.07692307692307693
synchronous,50,50,3,0.9776,BDE,0.1,0.07692307692307693
synchronous,5,100,3,0.6633333333333333,BDE,0.5,0.4
synchronous,20,50,1,0.7676190476190476,MDL,0.4375,0.3
synchronous,20,50,1,0.7676190476190476,BDE,0.3125,0.2
synchronous,5,20,5,0.775,MDL,0.0,0.0
synchronous,5,20,5,0.775,BDE,0.0,0.0
synchronous,50,100,5,0.9741176470588235,MDL,0.2727272727272727,0.21428571428571427
synchronous,50,100,5,0.9741176470588235,BDE,0.2727272727272727,0.21428571428571427
synchronous,50,20,1,0.9068627450980392,MDL,0.25,0.21052631578947367
synchronous,50,20,1,0.9068627450980392,BDE,0.25,0.21052631578947367
synchronous,50,50,5,0.9804,MDL,0.0,0.0
synchronous,50,50,5,0.9804,BDE,0.0,0.0
synchronous,80,100,1,0.970125,MDL,0.9,0.5714285714285714
synchronous,80,100,1,0.970125,BDE,0.8,0.6153846153846154
synchronous,5,20,3,0.6583333333333333,MDL,0.09090909090909091,0.07142857142857142
synchronous,50,50,5,0.9733333333333334,MDL,0.18181818181818182,0.14285714285714285
synchronous,50,50,5,0.9733333333333334,BDE,0.2,0.15384615384615385
synchronous,50,50,1,0.9015686274509804,MDL,0.3125,0.2
synchronous,80,50,1,0.937283950617284,MDL,0.29411764705882354,0.19047619047619047
synchronous,5,20,3,0.6583333333333333,BDE,0.0,0.0
synchronous,50,50,1,0.9015686274509804,BDE,0.375,0.25
synchronous,80,50,1,0.937283950617284,BDE,0.35294117647058826,0.23809523809523808
synchronous,50,20,5,0.9656862745098039,MDL,0.16666666666666666,0.13333333333333333
synchronous,50,20,5,0.9656862745098039,BDE,0.2,0.15384615384615385
